TransactionID,Date,CustomerID,Region,Category,Product,Quantity,UnitPrice,TotalPrice,PaymentMethod
TRX-10291,2024-01-21,CUST-490,East,Electronics,Headphones,3,151.12,453.36,PayPal
TRX-10292,2023-12-13,CUST-116,West,Electronics,Headphones,2,145.41,290.82,PayPal
TRX-10293,2023-06-28,CUST-281,West,Clothing,Sneakers,3,91.57,274.71,Debit Card
TRX-10294,2023-06-29,CUST-297,North,Electronics,Headphones,3,140.29,420.87,Credit Card
TRX-10295,2023-06-26,CUST-384,North,Home,Desk,1,136.02,136.02,Credit Card
TRX-10296,2024-10-27,CUST-255,West,Clothing,T-Shirt,2,25.4,50.8,Debit Card
TRX-10297,2023-03-25,CUST-460,West,Clothing,T-Shirt,1,23.56,23.56,Debit Card
TRX-10298,2023-12-08,CUST-162,East,Home,Blender,2,41.84,83.68,Debit Card
TRX-10299,2023-11-23,CUST-356,North,Clothing,Jeans,1,65.96,65.96,PayPal
TRX-10300,2023-08-03,CUST-478,West,Clothing,Sneakers,2,86.58,173.16,Credit Card
TRX-10301,2023-02-01,CUST-257,North,Electronics,Headphones,2,158.99,317.98,Credit Card
TRX-10302,2024-04-21,CUST-385,West,Clothing,Jeans,1,56.29,56.29,PayPal
TRX-10303,2023-01-18,CUST-356,North,Clothing,Jeans,3,64.04,192.12,Credit Card
TRX-10304,2023-07-13,CUST-212,North,Home,Desk,3,158.27,474.81,Debit Card
TRX-10305,2024-10-05,CUST-484,South,Electronics,Monitor,2,294.05,588.1,PayPal
TRX-10306,2024-10-04,CUST-387,North,Clothing,T-Shirt,3,24.17,72.51,Credit Card
TRX-10307,2023-06-11,CUST-479,South,Home,Coffee Maker,3,76.36,229.08,Debit Card
TRX-10308,2024-04-20,CUST-387,South,Electronics,Monitor,3,318.04,954.12,PayPal
TRX-10309,2023-01-08,CUST-420,South,Electronics,Smartphone,1,834.56,834.56,Credit Card
TRX-10310,2024-03-18,CUST-354,North,Electronics,Smartphone,3,808.28,2424.84,PayPal
TRX-10311,2023-08-27,CUST-328,West,Home,Coffee Maker,2,72.32,144.64,Debit Card
TRX-10312,2024-08-26,CUST-363,North,Electronics,Laptop,1,1122.85,1122.85,Credit Card
TRX-10313,2023-03-29,CUST-177,South,Clothing,Jacket,4,110.39,441.56,Credit Card
TRX-10314,2024-05-05,CUST-499,South,Clothing,Jeans,2,61.24,122.48,Debit Card
TRX-10315,2023-07-01,CUST-497,North,Home,Coffee Maker,1,78.35,78.35,Debit Card
TRX-10316,2023-01-07,CUST-429,North,Home,Chair,4,95.86,383.44,PayPal
TRX-10317,2023-03-26,CUST-246,South,Clothing,T-Shirt,3,22.93,68.79,Credit Card
TRX-10318,2024-07-01,CUST-384,North,Clothing,Jeans,3,55.47,166.41,Credit Card
TRX-10319,2024-12-09,CUST-110,North,Home,Chair,2,98.43,196.86,Debit Card
TRX-10320,2024-12-07,CUST-218,South,Home,Coffee Maker,2,76.15,152.3,PayPal
TRX-10321,2023-09-13,CUST-321,South,Electronics,Headphones,1,143.04,143.04,Credit Card
TRX-10322,2024-05-14,CUST-441,North,Clothing,Jeans,1,58.35,58.35,Debit Card
TRX-10323,2024-12-14,CUST-257,South,Home,Blender,1,47.52,47.52,Credit Card
TRX-10324,2024-12-27,CUST-227,North,Home,Blender,2,44.89,89.78,Credit Card
TRX-10325,2023-04-25,CUST-308,East,Home,Chair,2,93.64,187.28,PayPal
TRX-10326,2023-08-25,CUST-380,North,Home,Chair,4,95.37,381.48,Credit Card
TRX-10327,2023-10-05,CUST-334,South,Home,Blender,2,42.82,85.64,Credit Card
TRX-10328,2024-03-17,CUST-128,West,Clothing,Sneakers,2,88.59,177.18,PayPal
TRX-10329,2023-03-16,CUST-425,East,Electronics,Laptop,3,1121.2,3363.6,Credit Card
TRX-10330,2023-02-11,CUST-455,North,Clothing,Jeans,1,64.97,64.97,Debit Card
TRX-10331,2023-01-17,CUST-264,West,Electronics,Monitor,2,299.89,599.78,Credit Card
TRX-10332,2024-08-10,CUST-186,East,Clothing,T-Shirt,2,25.76,51.52,PayPal
TRX-10333,2023-01-27,CUST-412,South,Electronics,Headphones,2,138.2,276.4,Credit Card
TRX-10334,2023-06-17,CUST-197,North,Home,Chair,3,95.33,285.99,PayPal
TRX-10335,2024-03-30,CUST-493,East,Clothing,T-Shirt,1,25.5,25.5,Debit Card
TRX-10336,2024-04-20,CUST-289,West,Electronics,Smartphone,2,866.31,1732.62,PayPal
TRX-10337,2023-05-10,CUST-409,East,Electronics,Headphones,4,150.57,602.28,Credit Card
TRX-10338,2024-11-23,CUST-391,East,Electronics,Monitor,3,314.28,942.84,Debit Card
TRX-10339,2023-05-29,CUST-366,South,Clothing,Sneakers,1,94.88,94.88,PayPal
TRX-10340,2024-11-06,CUST-212,East,Clothing,Jeans,4,57.46,229.84,PayPal
TRX-10341,2023-08-15,CUST-409,East,Home,Chair,4,104.43,417.72,Debit Card
TRX-10342,2024-10-25,CUST-345,South,Electronics,Headphones,3,149.28,447.84,Debit Card
TRX-10343,2023-10-16,CUST-349,North,Home,Blender,4,41.72,166.88,PayPal
TRX-10344,2024-04-11,CUST-326,North,Home,Blender,4,40.78,163.12,PayPal
TRX-10345,2024-05-21,CUST-464,North,Home,Desk,1,160.25,160.25,Credit Card
TRX-10346,2023-06-03,CUST-172,North,Electronics,Monitor,1,279.28,279.28,Credit Card
TRX-10347,2024-10-02,CUST-316,West,Electronics,Smartphone,1,732.02,732.02,Debit Card
TRX-10348,2023-02-11,CUST-124,West,Electronics,Smartphone,4,832.79,3331.16,Credit Card
TRX-10349,2024-05-12,CUST-328,North,Home,Blender,3,42.72,128.16,Credit Card
TRX-10350,2024-04-22,CUST-201,North,Clothing,Sneakers,3,81.04,243.12,PayPal
TRX-10351,2024-09-04,CUST-143,North,Home,Blender,3,45.81,137.43,PayPal
TRX-10352,2023-01-17,CUST-429,West,Clothing,Sneakers,1,95.53,95.53,Debit Card
TRX-10353,2023-01-12,CUST-417,East,Electronics,Smartphone,1,830.49,830.49,Credit Card
TRX-10354,2024-10-22,CUST-180,East,Home,Coffee Maker,3,87.33,261.99,Credit Card
TRX-10355,2024-12-10,CUST-299,West,Clothing,Jeans,2,61.91,123.82,Debit Card
TRX-10356,2023-09-25,CUST-242,South,Clothing,Jacket,1,113.99,113.99,PayPal
TRX-10357,2024-06-21,CUST-146,North,Electronics,Monitor,1,311.59,311.59,Debit Card
TRX-10358,2024-12-11,CUST-381,East,Electronics,Headphones,4,136.32,545.28,PayPal
TRX-10359,2024-01-26,CUST-369,North,Home,Chair,2,101.36,202.72,Debit Card
TRX-10360,2023-05-17,CUST-470,South,Electronics,Smartphone,3,739.28,2217.84,PayPal
TRX-10361,2024-12-27,CUST-181,North,Clothing,Jeans,2,65.09,130.18,Credit Card
TRX-10362,2024-02-06,CUST-202,North,Electronics,Monitor,4,314.7,1258.8,PayPal
TRX-10363,2023-06-01,CUST-207,South,Home,Blender,3,40.83,122.49,PayPal
TRX-10364,2023-05-11,CUST-392,North,Home,Blender,2,41.59,83.18,Debit Card
TRX-10365,2023-07-02,CUST-463,East,Clothing,Sneakers,2,90.54,181.08,Debit Card
TRX-10366,2024-05-11,CUST-103,East,Electronics,Smartphone,4,811.59,3246.36,Debit Card
TRX-10367,2024-02-01,CUST-309,East,Clothing,Jeans,1,63.49,63.49,PayPal
TRX-10368,2024-03-01,CUST-207,East,Home,Coffee Maker,1,80.32,80.32,Debit Card
TRX-10369,2023-06-19,CUST-133,South,Home,Desk,3,141.99,425.97,Credit Card
TRX-10370,2023-05-21,CUST-373,North,Clothing,T-Shirt,3,22.61,67.83,Debit Card
TRX-10371,2023-02-08,CUST-401,West,Home,Chair,3,108.78,326.34,PayPal
TRX-10372,2024-04-21,CUST-417,North,Electronics,Laptop,2,1164.17,2328.34,Debit Card
TRX-10373,2023-09-29,CUST-335,West,Home,Chair,1,99.6,99.6,Debit Card
TRX-10374,2023-12-25,CUST-439,East,Clothing,Jacket,2,131.62,263.24,PayPal
TRX-10375,2024-11-19,CUST-102,North,Home,Coffee Maker,2,83.8,167.6,Debit Card
TRX-10376,2024-10-31,CUST-423,North,Clothing,Jacket,4,119.22,476.88,PayPal
TRX-10377,2024-10-26,CUST-292,South,Electronics,Smartphone,1,834.49,834.49,Debit Card
TRX-10378,2024-08-07,CUST-498,South,Clothing,Sneakers,3,97.39,292.17,Debit Card
TRX-10379,2023-05-20,CUST-286,West,Clothing,Jacket,4,117.22,468.88,PayPal
TRX-10380,2024-01-15,CUST-297,East,Home,Blender,1,49.05,49.05,Debit Card
TRX-10381,2023-10-29,CUST-443,West,Clothing,Jacket,3,131.58,394.74,Debit Card
TRX-10382,2023-08-14,CUST-252,East,Electronics,Smartphone,1,794.78,794.78,PayPal
TRX-10383,2024-07-24,CUST-171,East,Home,Blender,4,47.19,188.76,PayPal
TRX-10384,2023-11-06,CUST-472,South,Clothing,T-Shirt,3,27.21,81.63,Debit Card
TRX-10385,2023-11-26,CUST-206,East,Electronics,Monitor,2,319.84,639.68,PayPal
TRX-10386,2024-05-20,CUST-358,East,Electronics,Headphones,2,140.3,280.6,Debit Card
TRX-10387,2023-02-23,CUST-146,South,Clothing,Jeans,1,63.91,63.91,Debit Card
TRX-10388,2023-04-09,CUST-119,East,Home,Coffee Maker,1,75.46,75.46,Credit Card
TRX-10389,2024-05-04,CUST-277,South,Home,Coffee Maker,1,87.92,87.92,PayPal
TRX-10390,2023-08-04,CUST-102,North,Clothing,Sneakers,1,89.84,89.84,Credit Card
TRX-10391,2023-04-30,CUST-480,West,Clothing,Jacket,2,127.58,255.16,Credit Card
TRX-10392,2024-08-02,CUST-497,South,Clothing,Jeans,1,60.44,60.44,Credit Card
TRX-10393,2024-09-08,CUST-422,North,Electronics,Headphones,3,160.8,482.4,Credit Card
TRX-10394,2024-10-10,CUST-294,South,Home,Desk,1,143.19,143.19,Credit Card
TRX-10395,2023-06-19,CUST-108,South,Electronics,Monitor,4,327.34,1309.36,Debit Card
TRX-10396,2023-09-18,CUST-494,South,Home,Blender,1,43.46,43.46,Debit Card
TRX-10397,2023-05-04,CUST-137,South,Electronics,Monitor,4,275.22,1100.88,PayPal
TRX-10398,2023-06-25,CUST-189,South,Clothing,Sneakers,1,85.68,85.68,Credit Card
TRX-10399,2023-11-12,CUST-275,East,Electronics,Monitor,1,301.96,301.96,Credit Card
TRX-10400,2024-08-15,CUST-213,South,Home,Desk,1,155.5,155.5,Credit Card
TRX-10401,2023-11-14,CUST-448,West,Electronics,Headphones,4,149.85,599.4,Credit Card
TRX-10402,2024-07-21,CUST-139,West,Clothing,Jeans,3,64.88,194.64,Credit Card
TRX-10403,2023-10-16,CUST-361,North,Electronics,Headphones,3,155.34,466.02,Debit Card
TRX-10404,2023-06-17,CUST-191,East,Clothing,Jacket,4,120.51,482.04,PayPal
TRX-10405,2024-11-11,CUST-368,West,Electronics,Headphones,3,160.52,481.56,PayPal
TRX-10406,2024-11-23,CUST-269,South,Home,Coffee Maker,1,85.39,85.39,Credit Card
TRX-10407,2024-02-26,CUST-287,North,Home,Desk,3,138.18,414.54,Credit Card
TRX-10408,2024-07-10,CUST-413,West,Home,Coffee Maker,3,74.54,223.62,PayPal
TRX-10409,2024-06-18,CUST-493,South,Electronics,Laptop,3,1191.71,3575.13,Credit Card
TRX-10410,2024-10-31,CUST-138,North,Electronics,Headphones,1,159.6,159.6,Debit Card
TRX-10411,2023-09-15,CUST-305,West,Electronics,Monitor,4,279.65,1118.6,Credit Card
TRX-10412,2023-10-22,CUST-323,North,Home,Coffee Maker,4,84.11,336.44,Debit Card
TRX-10413,2023-04-23,CUST-332,West,Home,Desk,3,137.52,412.56,Credit Card
TRX-10414,2024-11-30,CUST-443,East,Clothing,Sneakers,3,92.37,277.11,Debit Card
TRX-10415,2023-11-22,CUST-173,North,Electronics,Monitor,4,319.12,1276.48,PayPal
TRX-10416,2024-02-16,CUST-159,North,Clothing,Jeans,2,59.19,118.38,Debit Card
TRX-10417,2023-10-05,CUST-295,North,Electronics,Laptop,1,1123.08,1123.08,PayPal
TRX-10418,2023-08-30,CUST-423,West,Electronics,Monitor,4,280.43,1121.72,Debit Card
TRX-10419,2024-06-07,CUST-493,East,Home,Desk,1,144.03,144.03,PayPal
TRX-10420,2024-04-18,CUST-219,East,Electronics,Laptop,2,1193.66,2387.32,Debit Card
TRX-10421,2023-09-27,CUST-291,East,Clothing,T-Shirt,2,22.73,45.46,Debit Card
TRX-10422,2024-11-06,CUST-350,North,Electronics,Headphones,4,155.28,621.12,Debit Card
TRX-10423,2024-04-04,CUST-106,South,Clothing,Jacket,1,111.12,111.12,PayPal
TRX-10424,2024-10-07,CUST-466,West,Clothing,Jacket,1,109.58,109.58,Credit Card
TRX-10425,2024-04-03,CUST-157,South,Electronics,Headphones,3,149.66,448.98,Credit Card
TRX-10426,2024-03-05,CUST-325,West,Electronics,Monitor,2,270.06,540.12,Debit Card
TRX-10427,2023-04-09,CUST-496,East,Electronics,Laptop,1,1319.31,1319.31,Credit Card
TRX-10428,2023-06-06,CUST-174,South,Electronics,Smartphone,3,856.67,2570.01,Credit Card
TRX-10429,2024-11-17,CUST-183,East,Clothing,Jeans,2,56.65,113.3,PayPal
TRX-10430,2024-12-07,CUST-436,East,Clothing,Sneakers,3,92.78,278.34,PayPal
TRX-10431,2024-08-26,CUST-120,East,Home,Blender,4,49.17,196.68,Debit Card
TRX-10432,2023-03-25,CUST-361,North,Electronics,Headphones,1,162.29,162.29,PayPal
TRX-10433,2024-01-22,CUST-356,East,Clothing,T-Shirt,1,26.3,26.3,PayPal
TRX-10434,2024-06-10,CUST-261,North,Electronics,Monitor,2,289.24,578.48,PayPal
TRX-10435,2024-06-07,CUST-373,East,Home,Coffee Maker,4,75.41,301.64,PayPal
TRX-10436,2024-06-22,CUST-171,South,Clothing,Jeans,4,64.37,257.48,Credit Card
TRX-10437,2024-10-18,CUST-192,West,Clothing,Jacket,1,111.82,111.82,Credit Card
TRX-10438,2023-01-27,CUST-273,South,Clothing,Jeans,3,63.32,189.96,Credit Card
TRX-10439,2024-01-22,CUST-448,East,Electronics,Monitor,3,301.82,905.46,Debit Card
TRX-10440,2024-06-19,CUST-415,East,Clothing,T-Shirt,1,23.16,23.16,PayPal
TRX-10441,2024-07-11,CUST-114,North,Clothing,Jeans,4,65.61,262.44,PayPal
TRX-10442,2024-03-30,CUST-372,West,Home,Coffee Maker,2,79.7,159.4,Credit Card
TRX-10443,2024-06-04,CUST-265,North,Electronics,Monitor,4,306.44,1225.76,PayPal
TRX-10444,2024-12-26,CUST-216,East,Home,Desk,4,141.77,567.08,Debit Card
TRX-10445,2024-01-30,CUST-163,West,Home,Coffee Maker,4,81.44,325.76,Debit Card
TRX-10446,2023-10-01,CUST-419,East,Clothing,Jacket,4,118.93,475.72,Debit Card
TRX-10447,2024-08-29,CUST-265,East,Clothing,Sneakers,3,88.12,264.36,PayPal
TRX-10448,2024-12-29,CUST-388,West,Home,Coffee Maker,1,76.67,76.67,Credit Card
TRX-10449,2024-01-27,CUST-366,East,Clothing,T-Shirt,1,27.26,27.26,Debit Card
TRX-10450,2024-07-06,CUST-175,North,Electronics,Smartphone,4,796.88,3187.52,Credit Card
TRX-10451,2024-04-07,CUST-179,West,Clothing,T-Shirt,4,27.43,109.72,Credit Card
TRX-10452,2024-10-21,CUST-260,East,Home,Chair,4,99.65,398.6,Debit Card
TRX-10453,2023-08-30,CUST-452,North,Clothing,Jeans,4,60.72,242.88,Debit Card
TRX-10454,2024-08-11,CUST-215,North,Home,Coffee Maker,1,80.28,80.28,Credit Card
TRX-10455,2023-07-13,CUST-265,North,Home,Coffee Maker,3,77.72,233.16,PayPal
TRX-10456,2023-05-02,CUST-242,West,Clothing,Jeans,2,60.81,121.62,Credit Card
TRX-10457,2024-03-03,CUST-404,North,Clothing,Sneakers,3,84.6,253.8,Credit Card
TRX-10458,2024-09-26,CUST-489,West,Clothing,Jeans,1,65.42,65.42,Credit Card
TRX-10459,2023-12-25,CUST-322,South,Electronics,Smartphone,1,815.16,815.16,Credit Card
TRX-10460,2024-12-16,CUST-363,South,Electronics,Monitor,2,302.48,604.96,PayPal
TRX-10461,2023-11-14,CUST-183,North,Clothing,T-Shirt,4,27.24,108.96,Debit Card
TRX-10462,2024-01-18,CUST-106,South,Home,Blender,3,43.56,130.68,Credit Card
TRX-10463,2024-01-25,CUST-413,East,Clothing,Jeans,4,61.93,247.72,Debit Card
TRX-10464,2024-05-29,CUST-226,East,Home,Blender,3,47.55,142.65,Debit Card
TRX-10465,2023-01-14,CUST-111,North,Clothing,T-Shirt,2,25.13,50.26,Credit Card
TRX-10466,2024-06-20,CUST-400,South,Home,Blender,1,42.72,42.72,PayPal
TRX-10467,2024-07-20,CUST-337,East,Home,Coffee Maker,3,81.85,245.55,Debit Card
TRX-10468,2024-09-22,CUST-408,South,Home,Blender,4,43.53,174.12,Debit Card
TRX-10469,2024-08-16,CUST-310,North,Electronics,Headphones,3,154.76,464.28,Credit Card
TRX-10470,2023-11-08,CUST-460,West,Clothing,Jacket,4,113.48,453.92,PayPal
TRX-10471,2024-12-14,CUST-342,North,Electronics,Monitor,4,299.6,1198.4,Credit Card
TRX-10472,2023-07-26,CUST-452,West,Clothing,Jeans,1,62.16,62.16,PayPal
TRX-10473,2024-12-25,CUST-258,North,Electronics,Headphones,1,160.21,160.21,PayPal
TRX-10474,2024-02-08,CUST-392,North,Clothing,Jacket,4,117.98,471.92,Debit Card
TRX-10475,2024-01-17,CUST-119,East,Home,Chair,4,96.92,387.68,Credit Card
TRX-10476,2024-11-19,CUST-195,South,Home,Desk,2,150.15,300.3,Credit Card
TRX-10477,2023-04-27,CUST-453,East,Electronics,Monitor,2,305.28,610.56,Debit Card
TRX-10478,2023-12-01,CUST-361,West,Electronics,Headphones,2,149.6,299.2,Debit Card
TRX-10479,2024-01-06,CUST-285,East,Clothing,Jacket,3,123.72,371.16,Debit Card
TRX-10480,2024-10-04,CUST-336,West,Clothing,Jacket,4,129.9,519.6,Credit Card
TRX-10481,2024-06-03,CUST-199,North,Clothing,Sneakers,1,89.38,89.38,Credit Card
TRX-10482,2023-10-25,CUST-113,West,Electronics,Smartphone,3,865.45,2596.35,Debit Card
TRX-10483,2023-10-20,CUST-424,East,Electronics,Headphones,3,164.14,492.42,Debit Card
TRX-10484,2023-11-14,CUST-415,South,Clothing,Jeans,1,54.83,54.83,Credit Card
TRX-10485,2024-05-18,CUST-330,South,Electronics,Headphones,2,147.15,294.3,PayPal
TRX-10486,2023-05-25,CUST-478,South,Electronics,Monitor,2,291.55,583.1,Debit Card
TRX-10487,2023-03-07,CUST-262,South,Electronics,Laptop,4,1154.92,4619.68,PayPal
TRX-10488,2024-03-24,CUST-263,West,Electronics,Laptop,3,1237.62,3712.86,Debit Card
TRX-10489,2023-10-14,CUST-494,North,Electronics,Monitor,3,328.19,984.57,Debit Card
TRX-10490,2023-09-27,CUST-179,West,Home,Desk,2,161.51,323.02,Credit Card
TRX-10491,2023-12-27,CUST-356,East,Home,Coffee Maker,2,80.32,160.64,PayPal
TRX-10492,2024-11-13,CUST-100,East,Electronics,Headphones,4,148.48,593.92,PayPal
TRX-10493,2023-10-11,CUST-220,South,Home,Chair,2,95.05,190.1,Credit Card
TRX-10494,2023-07-23,CUST-264,South,Electronics,Laptop,3,1225.33,3675.99,Debit Card
TRX-10495,2024-07-09,CUST-411,South,Electronics,Monitor,4,316.91,1267.64,PayPal
TRX-10496,2024-09-11,CUST-350,South,Home,Desk,3,152.56,457.68,PayPal
TRX-10497,2023-11-30,CUST-229,West,Home,Desk,2,138.36,276.72,PayPal
TRX-10498,2023-01-20,CUST-381,East,Clothing,Jacket,1,110.95,110.95,PayPal
TRX-10499,2023-02-04,CUST-297,South,Home,Blender,3,40.85,122.55,Debit Card
TRX-10500,2023-06-10,CUST-278,South,Home,Coffee Maker,3,74.88,224.64,Debit Card
TRX-10501,2023-10-03,CUST-280,East,Clothing,Jacket,2,109.0,218.0,Debit Card
TRX-10502,2023-05-06,CUST-316,South,Electronics,Headphones,3,149.4,448.2,Debit Card
TRX-10503,2023-02-08,CUST-322,East,Home,Coffee Maker,1,82.23,82.23,Debit Card
TRX-10504,2023-06-27,CUST-393,East,Clothing,T-Shirt,3,23.77,71.31,Debit Card
TRX-10505,2024-09-29,CUST-400,South,Home,Blender,4,41.76,167.04,Credit Card
TRX-10506,2024-01-10,CUST-107,West,Electronics,Monitor,2,278.61,557.22,PayPal
TRX-10507,2024-10-30,CUST-451,North,Home,Desk,1,164.1,164.1,Credit Card
TRX-10508,2023-03-27,CUST-274,North,Electronics,Headphones,3,142.04,426.12,PayPal
TRX-10509,2023-04-29,CUST-317,South,Electronics,Laptop,3,1246.23,3738.69,PayPal
TRX-10510,2023-04-24,CUST-244,South,Clothing,T-Shirt,2,24.37,48.74,PayPal
TRX-10511,2024-08-10,CUST-427,East,Clothing,Jacket,3,127.94,383.82,PayPal
TRX-10512,2023-01-01,CUST-246,East,Electronics,Laptop,4,1270.92,5083.68,Credit Card
TRX-10513,2023-02-22,CUST-403,North,Clothing,Jeans,2,65.29,130.58,Debit Card
TRX-10514,2023-08-08,CUST-291,West,Home,Desk,2,154.54,309.08,PayPal
TRX-10515,2023-06-10,CUST-268,West,Electronics,Headphones,1,136.45,136.45,Debit Card
TRX-10516,2024-08-07,CUST-344,West,Electronics,Smartphone,1,878.93,878.93,PayPal
TRX-10517,2023-11-20,CUST-197,North,Home,Chair,1,101.34,101.34,Credit Card
TRX-10518,2024-10-05,CUST-201,North,Electronics,Monitor,2,294.25,588.5,PayPal
TRX-10519,2024-08-16,CUST-496,North,Home,Chair,2,98.76,197.52,Credit Card
TRX-10520,2023-12-31,CUST-430,South,Home,Blender,3,47.68,143.04,Debit Card
TRX-10521,2024-03-30,CUST-188,East,Home,Blender,2,43.88,87.76,PayPal
TRX-10522,2023-03-17,CUST-298,North,Home,Chair,1,96.57,96.57,Debit Card
TRX-10523,2024-08-27,CUST-404,South,Clothing,Jeans,3,60.76,182.28,Debit Card
TRX-10524,2023-04-12,CUST-366,East,Home,Coffee Maker,3,80.73,242.19,PayPal
TRX-10525,2023-01-03,CUST-184,North,Home,Desk,2,153.1,306.2,PayPal
TRX-10526,2024-03-25,CUST-216,East,Electronics,Smartphone,4,858.13,3432.52,Debit Card
TRX-10527,2023-01-12,CUST-232,West,Electronics,Smartphone,1,850.2,850.2,Credit Card
TRX-10528,2023-10-27,CUST-327,West,Electronics,Headphones,1,146.96,146.96,PayPal
TRX-10529,2023-12-09,CUST-425,West,Electronics,Smartphone,4,817.26,3269.04,Debit Card
TRX-10530,2024-03-02,CUST-120,North,Clothing,Jeans,4,62.96,251.84,PayPal
TRX-10531,2023-12-02,CUST-402,East,Clothing,Jeans,3,56.35,169.05,PayPal
TRX-10532,2024-12-15,CUST-150,North,Clothing,Jacket,3,109.71,329.13,PayPal
TRX-10533,2023-05-21,CUST-374,East,Electronics,Laptop,1,1094.46,1094.46,Debit Card
TRX-10534,2024-01-08,CUST-151,South,Electronics,Monitor,1,276.09,276.09,Credit Card
TRX-10535,2023-06-05,CUST-390,South,Electronics,Monitor,1,310.21,310.21,PayPal
TRX-10536,2024-02-24,CUST-257,West,Electronics,Headphones,2,152.43,304.86,Credit Card
TRX-10537,2024-08-11,CUST-231,East,Home,Chair,1,104.32,104.32,PayPal
TRX-10538,2024-04-03,CUST-362,West,Home,Chair,2,106.46,212.92,PayPal
TRX-10539,2023-02-08,CUST-496,North,Clothing,Jacket,2,124.35,248.7,Debit Card
TRX-10540,2023-11-08,CUST-340,West,Clothing,T-Shirt,3,23.42,70.26,Debit Card
TRX-10541,2023-02-05,CUST-183,South,Home,Chair,2,101.35,202.7,PayPal
TRX-10542,2024-01-20,CUST-271,North,Home,Blender,3,44.85,134.55,Credit Card
TRX-10543,2024-07-12,CUST-478,East,Home,Desk,2,136.3,272.6,Debit Card
TRX-10544,2023-04-28,CUST-376,West,Clothing,Sneakers,2,81.05,162.1,PayPal
TRX-10545,2023-01-26,CUST-108,West,Electronics,Smartphone,1,861.47,861.47,Credit Card
TRX-10546,2024-01-13,CUST-220,North,Clothing,T-Shirt,4,25.73,102.92,Debit Card
TRX-10547,2023-06-01,CUST-307,West,Electronics,Laptop,4,1281.57,5126.28,Credit Card
TRX-10548,2023-10-20,CUST-167,West,Home,Blender,3,45.51,136.53,PayPal
TRX-10549,2024-09-03,CUST-159,West,Clothing,Jeans,3,57.3,171.9,Debit Card
TRX-10550,2023-05-26,CUST-263,West,Clothing,T-Shirt,1,25.86,25.86,PayPal
TRX-10551,2023-08-30,CUST-168,North,Clothing,Jeans,3,55.8,167.4,PayPal
TRX-10552,2023-04-18,CUST-325,East,Electronics,Headphones,3,140.04,420.12,Credit Card
TRX-10553,2024-10-23,CUST-392,North,Electronics,Laptop,1,1193.49,1193.49,PayPal
TRX-10554,2024-03-30,CUST-259,West,Clothing,Jeans,4,61.7,246.8,PayPal
TRX-10555,2024-08-12,CUST-176,East,Clothing,Jeans,1,61.66,61.66,Credit Card
TRX-10556,2023-11-16,CUST-390,North,Clothing,Jeans,2,61.13,122.26,Debit Card
TRX-10557,2024-07-07,CUST-473,North,Clothing,T-Shirt,2,25.49,50.98,Credit Card
TRX-10558,2024-04-03,CUST-379,East,Home,Blender,1,44.51,44.51,PayPal
TRX-10559,2024-08-02,CUST-317,West,Clothing,Jacket,3,111.08,333.24,Credit Card
TRX-10560,2023-06-16,CUST-208,West,Home,Coffee Maker,4,77.4,309.6,Debit Card
TRX-10561,2023-12-19,CUST-263,East,Electronics,Laptop,4,1099.06,4396.24,Credit Card
TRX-10562,2023-12-19,CUST-478,South,Electronics,Laptop,4,1126.05,4504.2,Credit Card
TRX-10563,2024-12-08,CUST-368,South,Clothing,Sneakers,3,87.18,261.54,Credit Card
TRX-10564,2024-05-31,CUST-126,North,Electronics,Monitor,2,301.14,602.28,Debit Card
TRX-10565,2023-08-18,CUST-299,East,Home,Coffee Maker,4,82.24,328.96,Debit Card
TRX-10566,2024-01-16,CUST-157,East,Clothing,Jeans,2,61.81,123.62,Debit Card
TRX-10567,2023-05-10,CUST-314,North,Electronics,Monitor,2,289.98,579.96,Credit Card
TRX-10568,2023-07-28,CUST-390,North,Home,Blender,2,43.91,87.82,Debit Card
TRX-10569,2023-04-26,CUST-363,East,Electronics,Smartphone,2,836.9,1673.8,PayPal
TRX-10570,2024-07-01,CUST-432,West,Home,Desk,2,152.41,304.82,Debit Card
TRX-10571,2023-11-07,CUST-307,West,Electronics,Smartphone,3,821.59,2464.77,Debit Card
TRX-10572,2024-09-24,CUST-154,East,Home,Chair,2,98.19,196.38,Credit Card
TRX-10573,2024-02-04,CUST-495,North,Clothing,T-Shirt,1,26.28,26.28,Credit Card
TRX-10574,2024-10-17,CUST-129,South,Home,Desk,3,164.44,493.32,Debit Card
TRX-10575,2024-09-18,CUST-203,East,Clothing,Jeans,4,56.82,227.28,Credit Card
TRX-10576,2023-09-05,CUST-463,South,Clothing,T-Shirt,4,22.6,90.4,Credit Card
TRX-10577,2023-05-29,CUST-183,North,Clothing,Jeans,2,56.92,113.84,PayPal
TRX-10578,2024-03-31,CUST-330,South,Home,Desk,2,153.71,307.42,Debit Card
TRX-10579,2024-04-04,CUST-137,North,Clothing,Sneakers,1,96.56,96.56,PayPal
TRX-10580,2024-10-15,CUST-391,East,Clothing,Jeans,1,55.91,55.91,PayPal
TRX-10581,2024-07-31,CUST-460,East,Home,Coffee Maker,2,76.85,153.7,Debit Card
TRX-10582,2024-03-24,CUST-430,South,Electronics,Smartphone,3,734.02,2202.06,Credit Card
TRX-10583,2024-02-11,CUST-253,East,Electronics,Monitor,2,319.52,639.04,Debit Card
