SessionID,Date,Source,Device,IsBounce,ViewedProduct,AddToCart,Purchase,SessionDurationSec
SES-10949,2023-02-24,Referral,Desktop,Yes,No,No,No,8
SES-10950,2023-04-28,Paid Search,Mobile,Yes,No,No,No,0
SES-10951,2023-12-03,Organic Search,Tablet,No,Yes,No,No,397
SES-10952,2023-06-05,Referral,Desktop,Yes,No,No,No,2
SES-10953,2023-05-16,Direct,Tablet,Yes,No,No,No,3
SES-10954,2023-02-27,Referral,Desktop,No,Yes,No,No,309
SES-10955,2023-12-05,Social,Mobile,Yes,No,No,No,2
SES-10956,2023-11-01,Paid Search,Mobile,Yes,No,No,No,4
SES-10957,2023-01-12,Social,Mobile,Yes,No,No,No,1
SES-10958,2023-10-31,Referral,Tablet,No,Yes,Yes,Yes,515
SES-10959,2023-07-26,Direct,Tablet,Yes,No,No,No,5
SES-10960,2023-05-12,Paid Search,Mobile,Yes,No,No,No,2
SES-10961,2023-11-07,Paid Search,Desktop,Yes,No,No,No,8
SES-10962,2023-05-10,Organic Search,Tablet,No,Yes,Yes,No,462
SES-10963,2023-01-28,Social,Desktop,Yes,No,No,No,6
SES-10964,2023-01-16,Direct,Tablet,Yes,No,No,No,7
SES-10965,2023-07-28,Organic Search,Tablet,Yes,No,No,No,2
SES-10966,2023-08-29,Direct,Desktop,No,Yes,No,No,349
SES-10967,2023-05-10,Organic Search,Mobile,Yes,No,No,No,6
SES-10968,2023-08-31,Paid Search,Mobile,Yes,No,No,No,9
SES-10969,2023-11-22,Paid Search,Mobile,Yes,No,No,No,5
SES-10970,2023-03-05,Referral,Mobile,No,Yes,No,No,565
SES-10971,2023-02-25,Referral,Mobile,No,Yes,Yes,Yes,535
SES-10972,2023-05-31,Social,Tablet,Yes,No,No,No,1
SES-10973,2023-12-06,Organic Search,Desktop,No,Yes,Yes,Yes,101
SES-10974,2023-02-16,Paid Search,Tablet,No,Yes,No,No,344
SES-10975,2023-02-18,Referral,Mobile,Yes,No,No,No,4
SES-10976,2023-11-12,Paid Search,Desktop,No,Yes,No,No,286
SES-10977,2023-11-23,Referral,Desktop,Yes,No,No,No,4
SES-10978,2023-02-16,Social,Desktop,No,Yes,Yes,No,216
SES-10979,2023-05-28,Social,Tablet,No,Yes,Yes,Yes,554
SES-10980,2023-02-22,Paid Search,Mobile,No,Yes,Yes,Yes,435
SES-10981,2023-06-22,Referral,Desktop,Yes,No,No,No,8
SES-10982,2023-06-26,Social,Desktop,No,Yes,No,No,131
SES-10983,2023-12-15,Direct,Tablet,No,Yes,Yes,No,156
SES-10984,2023-06-09,Social,Tablet,No,Yes,Yes,Yes,79
SES-10985,2023-03-23,Social,Mobile,No,Yes,No,No,143
SES-10986,2023-09-03,Referral,Desktop,No,Yes,No,No,244
SES-10987,2023-12-03,Direct,Tablet,No,Yes,No,No,7
SES-10988,2023-02-28,Referral,Desktop,Yes,No,No,No,2
SES-10989,2023-07-20,Organic Search,Desktop,Yes,No,No,No,6
SES-10990,2023-04-08,Paid Search,Tablet,Yes,No,No,No,8
SES-10991,2023-05-10,Social,Desktop,No,Yes,No,No,459
SES-10992,2023-03-09,Organic Search,Tablet,No,Yes,No,No,494
SES-10993,2023-09-04,Referral,Mobile,No,Yes,No,No,237
SES-10994,2023-03-02,Organic Search,Mobile,Yes,No,No,No,9
SES-10995,2023-03-12,Referral,Tablet,No,Yes,No,No,467
SES-10996,2023-09-28,Referral,Desktop,No,Yes,Yes,Yes,187
SES-10997,2023-07-06,Direct,Desktop,No,Yes,No,No,147
SES-10998,2023-04-13,Referral,Desktop,No,Yes,Yes,Yes,576
SES-10999,2023-01-24,Referral,Mobile,Yes,No,No,No,2
SES-11000,2023-01-03,Referral,Tablet,No,Yes,No,No,92
SES-11001,2023-12-31,Direct,Desktop,Yes,No,No,No,8
SES-11002,2023-03-18,Direct,Tablet,No,Yes,No,No,82
SES-11003,2023-03-21,Organic Search,Desktop,No,Yes,No,No,190
SES-11004,2023-02-03,Direct,Desktop,No,Yes,Yes,Yes,414
SES-11005,2023-12-24,Organic Search,Desktop,Yes,No,No,No,1
SES-11006,2023-08-29,Direct,Tablet,Yes,No,No,No,0
SES-11007,2023-10-18,Referral,Tablet,Yes,No,No,No,6
SES-11008,2023-10-04,Paid Search,Mobile,Yes,No,No,No,7
SES-11009,2023-05-18,Paid Search,Mobile,No,Yes,No,No,147
SES-11010,2023-11-07,Direct,Mobile,Yes,No,No,No,5
SES-11011,2023-06-10,Organic Search,Tablet,No,Yes,No,No,35
SES-11012,2023-11-26,Organic Search,Mobile,Yes,No,No,No,8
SES-11013,2023-09-23,Referral,Tablet,No,Yes,No,No,519
SES-11014,2023-06-10,Paid Search,Desktop,No,Yes,No,No,258
SES-11015,2023-03-15,Direct,Tablet,No,Yes,No,No,8
SES-11016,2023-04-29,Referral,Mobile,No,Yes,Yes,Yes,504
SES-11017,2023-03-11,Referral,Mobile,No,Yes,No,No,185
SES-11018,2023-01-05,Referral,Tablet,No,Yes,No,No,144
SES-11019,2023-12-16,Direct,Mobile,Yes,No,No,No,0
SES-11020,2023-12-08,Organic Search,Desktop,Yes,No,No,No,7
SES-11021,2023-08-09,Direct,Desktop,No,Yes,No,No,587
SES-11022,2023-05-30,Social,Desktop,Yes,No,No,No,4
SES-11023,2023-09-03,Paid Search,Tablet,Yes,No,No,No,2
SES-11024,2023-04-19,Paid Search,Mobile,No,Yes,No,No,252
SES-11025,2023-04-18,Organic Search,Desktop,No,Yes,Yes,No,480
SES-11026,2023-12-27,Paid Search,Desktop,No,Yes,No,No,321
SES-11027,2023-08-13,Organic Search,Mobile,Yes,No,No,No,9
SES-11028,2023-06-17,Direct,Desktop,No,Yes,Yes,No,194
SES-11029,2023-05-01,Referral,Desktop,Yes,No,No,No,9
SES-11030,2023-02-28,Organic Search,Mobile,Yes,No,No,No,8
SES-11031,2023-07-08,Organic Search,Mobile,Yes,No,No,No,5
SES-11032,2023-08-25,Direct,Mobile,Yes,No,No,No,3
SES-11033,2023-05-15,Organic Search,Tablet,No,Yes,No,No,97
SES-11034,2023-04-26,Referral,Desktop,Yes,No,No,No,2
SES-11035,2023-10-20,Referral,Desktop,No,Yes,No,No,302
SES-11036,2023-03-02,Social,Desktop,No,Yes,No,No,344
SES-11037,2023-12-15,Organic Search,Desktop,No,Yes,Yes,No,489
SES-11038,2023-03-18,Referral,Mobile,Yes,No,No,No,4
SES-11039,2023-05-27,Social,Desktop,No,Yes,No,No,470
SES-11040,2023-03-28,Paid Search,Tablet,No,Yes,No,No,558
SES-11041,2023-10-12,Referral,Desktop,Yes,No,No,No,0
SES-11042,2023-04-30,Direct,Desktop,Yes,No,No,No,3
SES-11043,2023-03-01,Direct,Tablet,No,Yes,Yes,Yes,530
SES-11044,2023-08-06,Paid Search,Tablet,No,Yes,No,No,214
SES-11045,2023-09-13,Social,Tablet,No,Yes,No,No,321
SES-11046,2023-04-16,Referral,Desktop,Yes,No,No,No,9
SES-11047,2023-09-12,Organic Search,Tablet,Yes,No,No,No,2
SES-11048,2023-11-08,Direct,Desktop,No,Yes,Yes,No,440
SES-11049,2023-10-07,Paid Search,Desktop,No,Yes,No,No,139
SES-11050,2023-11-27,Direct,Desktop,Yes,No,No,No,3
SES-11051,2023-11-15,Direct,Desktop,No,Yes,No,No,34
SES-11052,2023-12-25,Social,Desktop,Yes,No,No,No,4
SES-11053,2023-03-25,Referral,Mobile,No,Yes,No,No,25
SES-11054,2023-02-06,Social,Tablet,No,Yes,No,No,236
SES-11055,2023-11-12,Referral,Desktop,No,Yes,No,No,415
SES-11056,2023-09-02,Paid Search,Mobile,Yes,No,No,No,4
SES-11057,2023-12-24,Organic Search,Tablet,Yes,No,No,No,5
SES-11058,2023-01-19,Social,Tablet,Yes,No,No,No,2
SES-11059,2023-02-09,Direct,Desktop,No,Yes,No,No,339
SES-11060,2023-05-20,Referral,Tablet,No,Yes,Yes,No,151
SES-11061,2023-07-29,Direct,Tablet,No,Yes,No,No,334
SES-11062,2023-12-24,Paid Search,Tablet,No,Yes,No,No,331
SES-11063,2023-11-23,Organic Search,Mobile,Yes,No,No,No,0
SES-11064,2023-07-02,Direct,Mobile,Yes,No,No,No,5
SES-11065,2023-11-29,Direct,Tablet,No,Yes,No,No,55
SES-11066,2023-05-27,Direct,Desktop,No,Yes,No,No,55
SES-11067,2023-06-03,Referral,Tablet,No,Yes,Yes,Yes,224
SES-11068,2023-06-12,Referral,Tablet,Yes,No,No,No,8
SES-11069,2023-06-26,Direct,Desktop,Yes,No,No,No,7
SES-11070,2023-05-29,Referral,Desktop,Yes,No,No,No,3
SES-11071,2023-11-23,Organic Search,Desktop,Yes,No,No,No,5
SES-11072,2023-03-19,Direct,Mobile,Yes,No,No,No,1
SES-11073,2023-08-05,Direct,Mobile,No,Yes,No,No,384
SES-11074,2023-05-26,Social,Tablet,Yes,No,No,No,2
SES-11075,2023-03-27,Direct,Mobile,Yes,No,No,No,4
SES-11076,2023-10-04,Direct,Tablet,No,Yes,No,No,261
SES-11077,2023-05-21,Referral,Tablet,Yes,No,No,No,0
SES-11078,2023-07-23,Direct,Mobile,Yes,No,No,No,6
SES-11079,2023-02-20,Direct,Tablet,Yes,No,No,No,1
SES-11080,2023-01-31,Organic Search,Mobile,No,Yes,No,No,368
SES-11081,2023-02-24,Organic Search,Desktop,Yes,No,No,No,0
SES-11082,2023-06-15,Social,Mobile,No,Yes,No,No,18
SES-11083,2023-12-23,Paid Search,Mobile,Yes,No,No,No,6
SES-11084,2023-11-14,Paid Search,Desktop,No,Yes,No,No,367
SES-11085,2023-04-06,Organic Search,Mobile,No,Yes,No,No,21
SES-11086,2023-01-15,Referral,Mobile,Yes,No,No,No,2
SES-11087,2023-01-13,Organic Search,Tablet,Yes,No,No,No,6
SES-11088,2023-10-19,Referral,Desktop,No,Yes,No,No,597
SES-11089,2023-12-16,Referral,Desktop,No,Yes,No,No,546
SES-11090,2023-09-23,Organic Search,Mobile,No,Yes,Yes,No,93
SES-11091,2023-09-12,Paid Search,Mobile,Yes,No,No,No,5
SES-11092,2023-01-14,Paid Search,Desktop,Yes,No,No,No,5
SES-11093,2023-05-10,Paid Search,Mobile,No,Yes,Yes,Yes,478
SES-11094,2023-04-06,Direct,Tablet,Yes,No,No,No,0
SES-11095,2023-12-01,Social,Tablet,Yes,No,No,No,9
SES-11096,2023-11-27,Direct,Tablet,No,Yes,No,No,7
SES-11097,2023-04-13,Direct,Tablet,No,Yes,No,No,468
SES-11098,2023-04-14,Referral,Mobile,No,Yes,No,No,306
SES-11099,2023-02-17,Direct,Desktop,No,Yes,No,No,369
SES-11100,2023-10-25,Referral,Tablet,No,Yes,No,No,592
SES-11101,2023-01-30,Social,Tablet,No,Yes,No,No,570
SES-11102,2023-10-10,Social,Tablet,Yes,No,No,No,6
SES-11103,2023-12-26,Social,Mobile,Yes,No,No,No,1
SES-11104,2023-11-02,Paid Search,Desktop,Yes,No,No,No,3
SES-11105,2023-06-08,Paid Search,Mobile,Yes,No,No,No,6
SES-11106,2023-12-18,Paid Search,Tablet,No,Yes,Yes,Yes,19
SES-11107,2023-12-12,Social,Desktop,Yes,No,No,No,9
SES-11108,2023-02-14,Organic Search,Desktop,Yes,No,No,No,2
SES-11109,2023-10-05,Paid Search,Tablet,No,Yes,Yes,Yes,361
SES-11110,2023-01-07,Direct,Desktop,No,Yes,No,No,198
SES-11111,2023-11-12,Direct,Tablet,No,Yes,No,No,22
SES-11112,2023-04-18,Paid Search,Mobile,Yes,No,No,No,5
SES-11113,2023-03-08,Direct,Tablet,Yes,No,No,No,4
SES-11114,2023-04-08,Referral,Desktop,No,Yes,No,No,138
SES-11115,2023-02-25,Social,Tablet,Yes,No,No,No,1
SES-11116,2023-03-29,Paid Search,Desktop,No,Yes,No,No,148
SES-11117,2023-12-23,Paid Search,Desktop,No,Yes,Yes,No,451
SES-11118,2023-11-03,Referral,Tablet,Yes,No,No,No,8
SES-11119,2023-04-09,Organic Search,Mobile,No,Yes,Yes,No,514
SES-11120,2023-03-14,Organic Search,Desktop,No,Yes,No,No,197
SES-11121,2023-08-27,Social,Desktop,No,Yes,Yes,No,56
SES-11122,2023-08-28,Direct,Mobile,Yes,No,No,No,5
SES-11123,2023-12-23,Social,Mobile,Yes,No,No,No,0
SES-11124,2023-09-18,Direct,Desktop,No,Yes,Yes,No,85
SES-11125,2023-01-03,Paid Search,Desktop,No,Yes,No,No,565
SES-11126,2023-08-16,Direct,Desktop,No,Yes,Yes,Yes,261
SES-11127,2023-04-13,Referral,Tablet,No,Yes,No,No,313
SES-11128,2023-10-05,Referral,Desktop,No,Yes,No,No,532
SES-11129,2023-03-27,Paid Search,Tablet,Yes,No,No,No,8
SES-11130,2023-02-11,Direct,Desktop,Yes,No,No,No,4
SES-11131,2023-06-12,Organic Search,Desktop,No,Yes,No,No,484
SES-11132,2023-06-26,Organic Search,Desktop,Yes,No,No,No,8
SES-11133,2023-01-27,Organic Search,Tablet,No,Yes,No,No,320
SES-11134,2023-08-31,Paid Search,Desktop,No,Yes,No,No,134
SES-11135,2023-05-25,Social,Desktop,No,Yes,Yes,No,475
SES-11136,2023-12-20,Paid Search,Tablet,No,Yes,No,No,67
SES-11137,2023-03-30,Paid Search,Tablet,Yes,No,No,No,2
SES-11138,2023-03-30,Referral,Desktop,Yes,No,No,No,9
SES-11139,2023-06-25,Direct,Tablet,Yes,No,No,No,4
SES-11140,2023-02-11,Referral,Tablet,Yes,No,No,No,6
SES-11141,2023-06-18,Organic Search,Mobile,Yes,No,No,No,2
SES-11142,2023-06-25,Direct,Mobile,Yes,No,No,No,7
SES-11143,2023-07-08,Paid Search,Desktop,Yes,No,No,No,3
SES-11144,2023-03-15,Organic Search,Tablet,Yes,No,No,No,2
SES-11145,2023-11-24,Direct,Mobile,Yes,No,No,No,6
SES-11146,2023-02-07,Organic Search,Desktop,Yes,No,No,No,8
SES-11147,2023-09-10,Paid Search,Tablet,No,Yes,Yes,No,451
SES-11148,2023-03-31,Paid Search,Mobile,Yes,No,No,No,3
SES-11149,2023-04-06,Organic Search,Mobile,No,Yes,No,No,284
SES-11150,2023-01-24,Social,Desktop,No,Yes,No,No,301
SES-11151,2023-12-09,Organic Search,Desktop,Yes,No,No,No,1
SES-11152,2023-07-27,Social,Mobile,Yes,No,No,No,5
SES-11153,2023-02-02,Direct,Mobile,Yes,No,No,No,6
SES-11154,2023-07-08,Social,Mobile,Yes,No,No,No,7
SES-11155,2023-07-05,Paid Search,Mobile,Yes,No,No,No,9
SES-11156,2023-12-07,Referral,Tablet,Yes,No,No,No,4
SES-11157,2023-06-23,Direct,Desktop,Yes,No,No,No,2
SES-11158,2023-09-10,Direct,Tablet,No,Yes,Yes,No,172
SES-11159,2023-09-20,Organic Search,Tablet,No,Yes,Yes,No,147
SES-11160,2023-03-11,Referral,Tablet,No,Yes,No,No,332
SES-11161,2023-04-02,Organic Search,Mobile,Yes,No,No,No,4
SES-11162,2023-07-25,Referral,Tablet,No,Yes,Yes,No,453
SES-11163,2023-03-25,Organic Search,Desktop,No,Yes,No,No,263
SES-11164,2023-09-15,Paid Search,Tablet,No,Yes,No,No,269
SES-11165,2023-11-09,Paid Search,Tablet,No,Yes,No,No,276
SES-11166,2023-05-16,Direct,Desktop,No,Yes,Yes,Yes,259
SES-11167,2023-08-13,Referral,Desktop,No,Yes,No,No,21
SES-11168,2023-11-10,Organic Search,Mobile,No,Yes,Yes,No,446
SES-11169,2023-07-03,Organic Search,Mobile,Yes,No,No,No,7
SES-11170,2023-03-21,Referral,Tablet,No,Yes,Yes,No,276
SES-11171,2023-05-13,Social,Mobile,Yes,No,No,No,4
SES-11172,2023-06-27,Referral,Mobile,Yes,No,No,No,2
SES-11173,2023-11-01,Referral,Tablet,Yes,No,No,No,9
SES-11174,2023-03-23,Referral,Tablet,No,Yes,No,No,179
SES-11175,2023-11-12,Organic Search,Tablet,No,Yes,No,No,95
SES-11176,2023-12-17,Referral,Tablet,No,Yes,No,No,576
SES-11177,2023-12-03,Social,Tablet,No,Yes,No,No,475
SES-11178,2023-10-16,Social,Mobile,No,Yes,Yes,Yes,64
SES-11179,2023-12-31,Direct,Desktop,Yes,No,No,No,5
SES-11180,2023-06-09,Direct,Mobile,Yes,No,No,No,9
SES-11181,2023-07-28,Organic Search,Mobile,Yes,No,No,No,0
SES-11182,2023-04-07,Referral,Tablet,Yes,No,No,No,4
SES-11183,2023-03-12,Direct,Tablet,No,Yes,No,No,70
SES-11184,2023-05-07,Referral,Mobile,Yes,No,No,No,4
SES-11185,2023-09-24,Social,Mobile,Yes,No,No,No,1
SES-11186,2023-06-17,Social,Mobile,No,Yes,No,No,469
SES-11187,2023-02-26,Social,Mobile,No,Yes,No,No,503
SES-11188,2023-11-20,Direct,Desktop,Yes,No,No,No,7
SES-11189,2023-06-24,Referral,Mobile,Yes,No,No,No,2
SES-11190,2023-05-17,Referral,Tablet,No,Yes,No,No,136
SES-11191,2023-01-01,Paid Search,Desktop,Yes,No,No,No,2
SES-11192,2023-07-21,Paid Search,Mobile,No,Yes,Yes,Yes,156
SES-11193,2023-08-10,Social,Tablet,No,Yes,Yes,No,217
SES-11194,2023-05-23,Paid Search,Tablet,Yes,No,No,No,5
SES-11195,2023-02-21,Referral,Desktop,Yes,No,No,No,6
SES-11196,2023-04-22,Referral,Desktop,Yes,No,No,No,8
SES-11197,2023-02-13,Direct,Mobile,Yes,No,No,No,8
SES-11198,2023-09-18,Social,Mobile,No,Yes,No,No,414
SES-11199,2023-03-09,Paid Search,Desktop,Yes,No,No,No,5
SES-11200,2023-10-19,Social,Desktop,No,Yes,No,No,29
SES-11201,2023-03-13,Paid Search,Desktop,Yes,No,No,No,1
SES-11202,2023-08-30,Referral,Tablet,Yes,No,No,No,8
SES-11203,2023-02-26,Social,Desktop,Yes,No,No,No,2
SES-11204,2023-10-10,Referral,Tablet,Yes,No,No,No,2
SES-11205,2023-08-29,Direct,Mobile,Yes,No,No,No,9
SES-11206,2023-03-22,Paid Search,Desktop,No,Yes,No,No,46
SES-11207,2023-10-03,Referral,Desktop,Yes,No,No,No,9
SES-11208,2023-07-21,Referral,Mobile,No,Yes,Yes,Yes,413
SES-11209,2023-04-18,Social,Mobile,No,Yes,No,No,62
SES-11210,2023-10-20,Direct,Desktop,Yes,No,No,No,5
SES-11211,2023-04-03,Social,Tablet,Yes,No,No,No,4
SES-11212,2023-08-03,Referral,Tablet,Yes,No,No,No,2
SES-11213,2023-05-18,Paid Search,Desktop,No,Yes,No,No,297
SES-11214,2023-10-28,Direct,Desktop,Yes,No,No,No,1
SES-11215,2023-02-13,Organic Search,Mobile,Yes,No,No,No,6
SES-11216,2023-12-07,Social,Tablet,Yes,No,No,No,8
SES-11217,2023-05-08,Social,Tablet,Yes,No,No,No,0
SES-11218,2023-06-10,Referral,Desktop,No,Yes,No,No,426
SES-11219,2023-06-15,Referral,Mobile,Yes,No,No,No,1
SES-11220,2023-09-23,Referral,Tablet,No,Yes,No,No,221
SES-11221,2023-11-17,Direct,Mobile,Yes,No,No,No,8
SES-11222,2023-06-30,Organic Search,Desktop,No,Yes,No,No,157
SES-11223,2023-06-19,Social,Mobile,No,Yes,No,No,325
SES-11224,2023-03-21,Organic Search,Desktop,Yes,No,No,No,4
SES-11225,2023-01-30,Organic Search,Tablet,No,Yes,Yes,No,263
SES-11226,2023-07-05,Paid Search,Mobile,Yes,No,No,No,4
SES-11227,2023-07-29,Organic Search,Desktop,No,Yes,No,No,245
SES-11228,2023-09-10,Direct,Desktop,Yes,No,No,No,9
SES-11229,2023-12-02,Paid Search,Tablet,Yes,No,No,No,5
SES-11230,2023-07-31,Social,Desktop,No,Yes,No,No,106
SES-11231,2023-11-11,Organic Search,Tablet,No,Yes,No,No,236
SES-11232,2023-01-12,Direct,Mobile,Yes,No,No,No,3
SES-11233,2023-09-23,Paid Search,Tablet,Yes,No,No,No,4
SES-11234,2023-01-31,Social,Mobile,Yes,No,No,No,2
SES-11235,2023-04-14,Direct,Mobile,No,Yes,No,No,211
SES-11236,2023-05-15,Referral,Tablet,No,Yes,No,No,418
SES-11237,2023-05-02,Organic Search,Mobile,Yes,No,No,No,3
SES-11238,2023-02-05,Referral,Tablet,Yes,No,No,No,8
SES-11239,2023-01-11,Organic Search,Tablet,Yes,No,No,No,1
SES-11240,2023-06-05,Organic Search,Mobile,Yes,No,No,No,9
SES-11241,2023-02-19,Referral,Mobile,No,Yes,No,No,491
SES-11242,2023-04-02,Referral,Mobile,No,Yes,No,No,79
SES-11243,2023-02-14,Organic Search,Tablet,Yes,No,No,No,4
SES-11244,2023-06-24,Social,Desktop,Yes,No,No,No,9
SES-11245,2023-12-27,Paid Search,Desktop,No,Yes,No,No,380
SES-11246,2023-07-01,Direct,Tablet,Yes,No,No,No,3
SES-11247,2023-05-14,Direct,Tablet,No,Yes,No,No,495
SES-11248,2023-12-03,Organic Search,Mobile,No,Yes,No,No,50
SES-11249,2023-06-05,Organic Search,Tablet,No,Yes,Yes,No,576
SES-11250,2023-01-05,Referral,Mobile,No,Yes,No,No,185
SES-11251,2023-05-25,Social,Desktop,Yes,No,No,No,5
SES-11252,2023-10-28,Direct,Desktop,Yes,No,No,No,3
SES-11253,2023-08-25,Social,Tablet,No,Yes,No,No,270
SES-11254,2023-01-16,Paid Search,Tablet,Yes,No,No,No,2
SES-11255,2023-12-26,Referral,Mobile,Yes,No,No,No,6
SES-11256,2023-04-05,Direct,Mobile,No,Yes,Yes,Yes,577
SES-11257,2023-10-18,Paid Search,Desktop,No,Yes,Yes,No,348
SES-11258,2023-12-17,Organic Search,Mobile,Yes,No,No,No,2
SES-11259,2023-11-02,Organic Search,Desktop,Yes,No,No,No,8
SES-11260,2023-08-12,Direct,Desktop,No,Yes,No,No,551
SES-11261,2023-03-24,Social,Desktop,Yes,No,No,No,5
SES-11262,2023-03-17,Social,Desktop,Yes,No,No,No,3
SES-11263,2023-04-03,Paid Search,Tablet,No,Yes,No,No,74
SES-11264,2023-05-29,Social,Desktop,No,Yes,Yes,Yes,327
SES-11265,2023-04-19,Direct,Mobile,No,Yes,No,No,179
SES-11266,2023-12-13,Organic Search,Tablet,No,Yes,Yes,Yes,366
SES-11267,2023-07-28,Paid Search,Tablet,No,Yes,Yes,No,293
SES-11268,2023-03-03,Social,Mobile,No,Yes,No,No,53
SES-11269,2023-03-29,Direct,Desktop,No,Yes,No,No,497
SES-11270,2023-03-01,Paid Search,Desktop,No,Yes,No,No,173
SES-11271,2023-09-26,Social,Tablet,No,Yes,No,No,219
SES-11272,2023-04-23,Direct,Mobile,No,Yes,Yes,Yes,294
SES-11273,2023-10-31,Social,Desktop,Yes,No,No,No,7
SES-11274,2023-05-21,Social,Mobile,Yes,No,No,No,5
SES-11275,2023-12-02,Direct,Tablet,Yes,No,No,No,5
SES-11276,2023-07-24,Referral,Desktop,No,Yes,No,No,390
SES-11277,2023-09-15,Referral,Desktop,No,Yes,Yes,Yes,264
SES-11278,2023-03-29,Social,Tablet,No,Yes,No,No,510
SES-11279,2023-03-27,Social,Desktop,No,Yes,No,No,28
SES-11280,2023-03-05,Social,Tablet,No,Yes,Yes,No,26
SES-11281,2023-06-29,Direct,Mobile,No,Yes,No,No,503
SES-11282,2023-08-25,Organic Search,Desktop,Yes,No,No,No,2
SES-11283,2023-06-29,Social,Tablet,No,Yes,No,No,89
SES-11284,2023-02-04,Paid Search,Desktop,No,Yes,No,No,11
SES-11285,2023-06-18,Paid Search,Mobile,Yes,No,No,No,9
SES-11286,2023-12-24,Direct,Tablet,Yes,No,No,No,2
SES-11287,2023-11-14,Organic Search,Mobile,Yes,No,No,No,8
SES-11288,2023-01-20,Organic Search,Tablet,No,Yes,No,No,332
SES-11289,2023-08-26,Social,Tablet,No,Yes,No,No,254
SES-11290,2023-12-02,Paid Search,Desktop,Yes,No,No,No,9
SES-11291,2023-05-31,Paid Search,Desktop,No,Yes,No,No,319
SES-11292,2023-06-05,Organic Search,Desktop,No,Yes,No,No,165
SES-11293,2023-10-30,Paid Search,Tablet,No,Yes,Yes,No,184
SES-11294,2023-10-30,Referral,Desktop,Yes,No,No,No,5
SES-11295,2023-09-09,Paid Search,Desktop,No,Yes,No,No,127
SES-11296,2023-05-21,Social,Desktop,Yes,No,No,No,5
SES-11297,2023-10-04,Paid Search,Mobile,Yes,No,No,No,4
SES-11298,2023-09-02,Referral,Desktop,No,Yes,Yes,Yes,153
SES-11299,2023-01-06,Organic Search,Tablet,Yes,No,No,No,7
SES-11300,2023-01-09,Social,Tablet,Yes,No,No,No,3
SES-11301,2023-04-06,Organic Search,Mobile,No,Yes,Yes,No,359
SES-11302,2023-05-27,Social,Tablet,Yes,No,No,No,0
SES-11303,2023-02-19,Referral,Tablet,Yes,No,No,No,0
SES-11304,2023-05-18,Referral,Mobile,No,Yes,No,No,166
SES-11305,2023-01-19,Paid Search,Desktop,Yes,No,No,No,2
SES-11306,2023-05-09,Social,Desktop,No,Yes,No,No,88
SES-11307,2023-08-10,Social,Desktop,No,Yes,No,No,449
SES-11308,2023-04-16,Organic Search,Mobile,No,Yes,No,No,242
SES-11309,2023-01-13,Paid Search,Mobile,Yes,No,No,No,1
SES-11310,2023-07-29,Paid Search,Desktop,No,Yes,No,No,198
SES-11311,2023-07-15,Organic Search,Desktop,Yes,No,No,No,8
SES-11312,2023-04-23,Direct,Tablet,Yes,No,No,No,3
SES-11313,2023-04-27,Organic Search,Mobile,Yes,No,No,No,6
SES-11314,2023-09-20,Referral,Desktop,Yes,No,No,No,0
SES-11315,2023-04-23,Referral,Mobile,Yes,No,No,No,3
SES-11316,2023-04-28,Direct,Desktop,Yes,No,No,No,8
SES-11317,2023-03-31,Organic Search,Desktop,No,Yes,Yes,Yes,211
SES-11318,2023-03-22,Referral,Mobile,No,Yes,No,No,411
SES-11319,2023-04-13,Direct,Tablet,No,Yes,Yes,No,54
SES-11320,2023-10-07,Paid Search,Tablet,No,Yes,Yes,No,541
SES-11321,2023-09-01,Referral,Mobile,No,Yes,No,No,292
SES-11322,2023-04-18,Social,Desktop,Yes,No,No,No,8
SES-11323,2023-01-16,Paid Search,Tablet,Yes,No,No,No,9
SES-11324,2023-04-08,Paid Search,Mobile,No,Yes,No,No,285
SES-11325,2023-12-15,Referral,Tablet,No,Yes,No,No,16
SES-11326,2023-01-21,Direct,Mobile,Yes,No,No,No,2
SES-11327,2023-05-01,Organic Search,Tablet,No,Yes,No,No,174
SES-11328,2023-03-18,Paid Search,Desktop,Yes,No,No,No,8
SES-11329,2023-11-26,Referral,Desktop,Yes,No,No,No,7
SES-11330,2023-07-09,Organic Search,Desktop,No,Yes,No,No,97
SES-11331,2023-02-22,Referral,Desktop,Yes,No,No,No,0
SES-11332,2023-08-17,Paid Search,Desktop,No,Yes,No,No,186
SES-11333,2023-09-24,Paid Search,Desktop,Yes,No,No,No,7
SES-11334,2023-06-04,Direct,Mobile,No,Yes,No,No,571
SES-11335,2023-01-19,Organic Search,Tablet,No,Yes,No,No,458
SES-11336,2023-09-24,Direct,Tablet,No,Yes,No,No,236
SES-11337,2023-10-24,Organic Search,Desktop,No,Yes,No,No,26
SES-11338,2023-05-06,Paid Search,Desktop,No,Yes,No,No,114
SES-11339,2023-02-27,Organic Search,Mobile,Yes,No,No,No,7
SES-11340,2023-02-27,Organic Search,Tablet,Yes,No,No,No,2
SES-11341,2023-07-09,Organic Search,Tablet,No,Yes,Yes,Yes,176
SES-11342,2023-07-31,Organic Search,Desktop,No,Yes,Yes,No,59
SES-11343,2023-12-26,Social,Desktop,Yes,No,No,No,7
SES-11344,2023-04-03,Direct,Desktop,No,Yes,No,No,335
SES-11345,2023-07-15,Paid Search,Mobile,No,Yes,No,No,44
SES-11346,2023-09-11,Direct,Tablet,No,Yes,No,No,594
